endpoint_id,endpoint,method,service,version_path,auth_scheme,schema_count,deprecated_flag,in_registry,last_seen_days,call_count_7d,auth_fail_rate_7d,p95_latency_ms,last_deploy_days,owner_present,runtime,runtime_version,cve_id,max_cvss,lifecycle_state,is_zombie,is_shadow,risk_score
1446,/v1/transfers/rtgs,GET,wealth,1,http:basic|http:bearer,2,1,1,10,352,0.0048,134,323,1,nodejs,20.11,CVE-2024-21892,7.8,deprecated,0,0,16.38
1447,/v1/transfers/rtgs,POST,core-banking,1,http:basic|http:bearer,2,0,1,2,20910,0.0892,897,744,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,1,0,63.94
1448,/v1/loans/{loanId}/schedule,DELETE,cards,1,http:basic|http:bearer,2,0,1,0,37879,0.0166,296,22,1,python,3.11,CVE-2024-0397,5.9,active,0,0,18.88
1449,/v1/upi/collect,POST,kyc,1,http:basic|http:bearer,2,0,1,0,17381,0.0542,970,510,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,1,0,54.57
1450,/v1/rd/book,POST,audit,1,http:basic|http:bearer,2,0,1,0,33183,0.0046,347,34,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,19.67
1451,/v1/accounts/{accountId}/balance,GET,notifications,1,http:basic|http:bearer,2,0,1,1,11237,0.0512,932,504,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,1,0,62.8
1452,/v1/loans/{loanId}/schedule,POST,cards,1,http:basic|http:bearer,2,0,1,2,16320,0.0171,352,32,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,15.21
1453,/v2/cards/{cardId}/freeze,GET,notifications,2,http:basic|http:bearer,2,0,1,2,7766,0.0117,174,41,0,python,3.7,CVE-2023-24329,7.5,active,0,0,43.89
1454,/v1/rd/book,GET,core-banking,1,http:basic|http:bearer,1,0,1,1,4392,0.0028,320,52,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,17.06
1455,/v1/kyc/video,GET,forex,1,http:basic|http:bearer,1,0,1,14,30,0.1734,1849,437,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,0,32.5
1456,/internal/accounts/{accountId}/balance,POST,core-banking,1,none,0,0,0,1,4567,0.2915,315,34,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,1,90.77
1457,/v1/upi/mandate,GET,audit,1,http:basic|http:bearer,2,1,1,10,2431,0.0216,410,413,1,dotnet,8.0,CVE-2024-30045,6.8,deprecated,0,0,20.5
1458,/v1/rd/book,POST,wealth,1,http:basic|http:bearer,2,1,1,0,20504,0.0687,976,402,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,67.82
1459,/v1/upi/collect,GET,payments,1,http:basic|http:bearer,2,0,1,0,469,0.014,321,8,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,17.01
1460,/internal/cards/{cardId}/limit,POST,core-banking,1,none,0,0,0,5,2931,0.1775,944,7,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,1,81.48
1461,/v1/forex/book,POST,loans,1,http:basic|http:bearer,2,0,1,2,457,0.0178,314,36,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,9.95
1462,/v1/fd/{depositId}/close,POST,audit,1,http:basic|http:bearer,2,0,1,0,5520,0.0011,264,11,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,14.71
1463,/v1/aa/consent,GET,aa-bridge,1,http:basic|http:bearer,2,0,1,2,16506,0.02,106,38,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,9.93
1464,/v1/loans/{loanId}/schedule,GET,payments,1,http:basic|http:bearer,1,0,1,0,5505,0.005,318,13,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,12.43
1465,/v1/customers/{customerId}/documents,GET,aa-bridge,1,http:basic|http:bearer,1,1,1,0,17533,0.0771,951,1494,0,golang,1.21,CVE-2024-24784,6.5,orphaned,1,0,64.03
1466,/v1/customers/{customerId}/documents,GET,wealth,1,http:basic|http:bearer,2,0,1,1,25864,0.0633,413,475,0,python,3.7,CVE-2023-24329,7.5,orphaned,1,0,65.63
1467,/v1/upi/pay,GET,audit,1,http:basic|http:bearer,1,1,1,4,50,0.0102,240,713,1,dotnet,6.0,CVE-2024-21386,7.5,deprecated,0,0,24.51
1468,/v1/cards/{cardId}/limit,POST,loans,1,http:basic|http:bearer,2,1,1,1,200,0.0362,245,216,1,dotnet,6.0,CVE-2024-21386,7.5,deprecated,0,0,12.63
1469,/v1/upi/vpa/verify,DELETE,loans,1,http:basic|http:bearer,2,0,1,1,7986,0.0004,57,17,1,python,3.7,CVE-2023-24329,7.5,active,0,0,17.41
1470,/v1/loans/eligibility,GET,core-banking,1,http:basic|http:bearer,2,0,1,0,4413,0.0056,352,24,1,python,3.7,CVE-2023-24329,7.5,active,0,0,21.45
1471,/v1/upi/collect,GET,forex,1,http:basic|http:bearer,1,0,1,0,15209,0.0041,134,42,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,17.14
1472,/v3/upi/pay,POST,cards,3,http:basic|http:bearer,2,0,1,11,69,0.2407,253,1053,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,0,0,48.96
1473,/v1/kyc/verify,GET,audit,1,http:basic|http:bearer,2,0,1,2,10095,0.0806,898,1253,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,61.9
1474,/v1/upi/pay,POST,core-banking,1,http:basic|http:bearer,2,0,1,14,13,0.1883,1677,953,0,python,3.11,CVE-2024-0397,5.9,orphaned,0,0,39.94
1475,/v1/cards/{cardId}/freeze,GET,cards,1,http:basic|http:bearer,1,0,1,2,47634,0.0114,305,16,1,python,3.7,CVE-2023-24329,7.5,active,0,0,18.86
1476,/v2/upi/pay,POST,wealth,2,http:basic|http:bearer,2,0,1,0,9142,0.0182,183,51,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,15.63
1477,/v1/transfers/swift,DELETE,aa-bridge,1,http:basic|http:bearer,2,0,1,0,36073,0.0059,332,25,0,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,33.18
1478,/v1/forex/quote,GET,audit,1,http:basic|http:bearer,1,0,1,1,43297,0.0162,351,0,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,9.21
1479,/v1/kyc/pan,POST,cards,1,http:basic|http:bearer,1,0,1,40,22,0.161,235,1265,1,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,0,29.85
1480,/v1/upi/mandate,POST,wealth,1,http:basic|http:bearer,2,0,1,2,14776,0.0082,336,60,0,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,34.54
1481,/v1/aa/fip/discover,GET,payments,1,http:basic|http:bearer,1,0,1,1,18597,0.0052,293,8,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,10.62
1482,/v1/accounts/{accountId}/holds,POST,payments,1,http:basic|http:bearer,2,0,1,2,43490,0.137,98,41,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,34.12
1483,/v1/loans/apply,DELETE,forex,1,http:basic|http:bearer,2,1,1,3,41,0.0476,365,443,0,python,3.11,CVE-2024-0397,5.9,deprecated,0,0,31.14
1484,/v3/upi/pay,GET,kyc,3,http:basic|http:bearer,1,0,1,83,30,0.1374,358,1403,0,python,3.11,CVE-2024-0397,5.9,orphaned,0,0,43.42
1485,/v1/transfers/rtgs,POST,notifications,1,http:basic|http:bearer,1,0,1,0,21850,0.1814,388,26,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,24.38
1486,/v1/accounts/{accountId}/transactions,POST,payments,1,http:basic|http:bearer,2,0,1,2,24111,0.0067,248,57,1,python,3.9,CVE-2023-40217,5.3,active,0,0,4.35
1487,/internal/transfers/imps,GET,forex,1,none,0,0,0,4,305,0.1641,141,37,0,golang,1.19,CVE-2023-29406,6.5,orphaned,0,1,71.13
1488,/v1/customers/{customerId}/profile,POST,kyc,1,http:basic|http:bearer,2,1,1,12,170,0.0255,620,532,1,python,3.7,CVE-2023-24329,7.5,deprecated,0,0,13.71
1489,/v1/transfers/neft,DELETE,core-banking,1,http:basic|http:bearer,2,1,1,0,24530,0.0781,980,525,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,1,0,67.29
1490,/internal/kyc/verify,GET,audit,1,none,0,0,0,6,4465,0.3932,1130,6,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,1,86.03
1491,/v1/transfers/imps,POST,loans,1,http:basic|http:bearer,1,0,1,1,13281,0.0167,190,58,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,31.64
1492,/v3/upi/pay,POST,audit,3,http:basic|http:bearer,2,1,1,1,10565,0.0565,436,858,0,python,3.7,CVE-2023-24329,7.5,orphaned,1,0,58.02
1493,/v1/forex/quote,POST,forex,1,http:basic|http:bearer,2,0,1,2,5509,0.0183,374,30,1,python,3.9,CVE-2023-40217,5.3,active,0,0,12.55
1494,/v1/upi/collect,POST,core-banking,1,http:basic|http:bearer,2,0,1,0,21656,0.0862,456,1466,0,python,3.7,CVE-2023-24329,7.5,orphaned,1,0,71.16
1495,/v1/accounts/{accountId}/balance,POST,forex,1,http:basic|http:bearer,2,0,1,84,33,0.249,899,53,0,python,3.11,CVE-2024-0397,5.9,orphaned,0,0,47.32
1496,/internal/accounts/{accountId}/statement,POST,wealth,1,none,0,0,0,7,1672,0.4599,979,1,0,python,3.7,CVE-2023-24329,7.5,orphaned,0,1,100.0
1497,/v2/accounts/{accountId}/balance,POST,forex,2,http:basic|http:bearer,2,1,1,14,250,0.0371,229,214,1,springboot,2.5.0,CVE-2022-22965,9.8,deprecated,0,0,29.27
1498,/v2/transfers/imps,POST,core-banking,2,http:basic|http:bearer,2,0,1,16,16,0.1787,1284,1159,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,0,52.87
1499,/v1/upi/mandate,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,2,36999,0.0048,190,7,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,18.82
1500,/v3/accounts/{accountId}/balance,POST,audit,3,http:basic|http:bearer,2,1,1,9,65,0.0497,146,255,1,nodejs,20.11,CVE-2024-21892,7.8,deprecated,0,0,24.03
1501,/internal/loans/{loanId}/schedule,POST,core-banking,1,none,0,0,0,6,3734,0.3963,942,37,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,0,1,88.47
1502,/v1/upi/mandate,POST,loans,1,http:basic|http:bearer,2,0,1,2,33882,0.0017,43,37,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,9.35
1503,/v1/customers/{customerId}/preferences,POST,aa-bridge,1,http:basic|http:bearer,2,1,1,6,174,0.0219,620,466,1,springboot,2.7.18,CVE-2023-20860,7.5,deprecated,0,0,20.52
1504,/v1/loans/{loanId}/schedule,POST,cards,1,http:basic|http:bearer,2,0,1,1,22855,0.001,305,57,1,python,3.11,CVE-2024-0397,5.9,active,0,0,11.56
1505,/v1/customers/{customerId}/preferences,POST,audit,1,http:basic|http:bearer,2,0,1,1,12347,0.0458,852,730,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,61.47
1506,/v1/kyc/pan,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,33,55,0.1798,1377,21,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,0,40.88
1507,/v2/transfers/imps,POST,cards,2,http:basic|http:bearer,2,0,1,1,29264,0.0045,126,18,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,20.14
1508,/internal/kyc/video,POST,wealth,1,http:basic|http:bearer,0,0,0,1,1947,0.3666,338,12,0,python,3.11,CVE-2024-0397,5.9,orphaned,0,1,72.03
1509,/v1/aa/fip/discover,POST,audit,1,http:basic|http:bearer,2,0,1,0,35878,0.0108,139,0,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,27.42
1510,/v1/aa/fip/discover,POST,core-banking,1,http:basic|http:bearer,2,0,1,1,37931,0.0085,267,33,1,python,3.9,CVE-2023-40217,5.3,active,0,0,5.56
1511,/v1/notifications/preferences,POST,wealth,1,http:basic|http:bearer,2,0,1,0,47440,0.0141,101,28,1,python,3.9,CVE-2023-40217,5.3,active,0,0,10.48
1512,/v1/customers/{customerId}/preferences,POST,cards,1,http:basic|http:bearer,2,0,1,0,18748,0.0146,99,22,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,12.22
1513,/v1/loans/eligibility,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,2,5436,0.0462,1238,1051,0,golang,1.21,CVE-2024-24784,6.5,orphaned,1,0,50.52
1514,/v1/cards/{cardId}/freeze,POST,notifications,1,http:basic|http:bearer,2,0,1,16,90,0.0397,278,1252,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,0,41.77
1515,/v1/kyc/pan,POST,wealth,1,http:basic|http:bearer,2,0,1,2,43827,0.0168,360,2,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,13.08
1516,/v1/forex/book,POST,payments,1,http:basic|http:bearer,2,0,1,0,38926,0.0075,152,43,1,python,3.9,CVE-2023-40217,5.3,active,0,0,18.9
1517,/v1/kyc/aadhaar,POST,kyc,1,http:basic|http:bearer,2,0,1,0,48574,0.0099,107,12,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,18.67
1518,/internal/aa/fip/discover,POST,wealth,1,none,0,0,0,3,76,0.2737,1054,71,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,0,1,81.54
1519,/v1/kyc/pan,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,1,40698,0.0076,338,15,1,python,3.9,CVE-2023-40217,5.3,active,0,0,20.32
1520,/v1/kyc/video,POST,kyc,1,http:basic|http:bearer,2,1,1,2,459,0.015,337,479,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,22.1
1521,/v1/aa/consent,POST,loans,1,http:basic|http:bearer,2,0,1,1,22590,0.0486,1185,970,1,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,48.15
1522,/v1/customers/{customerId}/preferences,POST,core-banking,1,http:basic|http:bearer,2,0,1,1,21825,0.0049,257,7,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,14.73
1523,/v1/beneficiaries,POST,audit,1,http:basic|http:bearer,2,0,1,51,89,0.1495,462,1355,0,python,3.9,CVE-2023-40217,5.3,orphaned,0,0,36.78
1524,/v1/upi/vpa/verify,POST,cards,1,http:basic|http:bearer,2,1,1,10,130,0.0014,374,699,1,dotnet,8.0,CVE-2024-30045,6.8,deprecated,0,0,18.78
1525,/v2/upi/pay,POST,notifications,2,http:basic|http:bearer,2,0,1,2,21680,0.0052,202,26,1,python,3.9,CVE-2023-40217,5.3,active,0,0,16.51
1526,/v1/loans/{loanId}/repayment,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,1,4080,0.0054,152,21,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,29.45
1527,/v1/cards/{cardId}/freeze,GET,notifications,1,http:basic|http:bearer,1,0,1,1,15003,0.0115,125,34,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,21.52
1528,/v1/transfers/rtgs,POST,payments,1,http:basic|http:bearer,2,0,1,2,420,0.0066,349,34,1,python,3.7,CVE-2023-24329,7.5,active,0,0,13.16
1529,/v1/beneficiaries,DELETE,aa-bridge,1,http:basic|http:bearer,2,0,1,2,22342,0.0182,323,4,1,python,3.11,CVE-2024-0397,5.9,active,0,0,6.97
1530,/v1/kyc/pan,GET,kyc,1,http:basic|http:bearer,2,0,1,2,13504,0.0197,314,25,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,19.34
1531,/v1/transfers/imps,POST,cards,1,http:basic|http:bearer,2,0,1,0,25002,0.0066,150,35,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,11.37
1532,/v1/forex/book,POST,payments,1,http:basic|http:bearer,2,0,1,0,49987,0.0188,92,32,1,python,3.9,CVE-2023-40217,5.3,active,0,0,13.29
1533,/v1/aa/data,POST,notifications,1,http:basic|http:bearer,2,0,1,1,20256,0.0005,363,49,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,19.37
1534,/v2/accounts/{accountId}/balance,POST,forex,2,http:basic|http:bearer,2,0,1,0,25263,0.0131,107,52,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,13.71
1535,/v2/cards/{cardId}/freeze,POST,wealth,2,http:basic|http:bearer,2,1,1,0,5421,0.0604,1050,77,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,1,0,42.41
1536,/v1/loans/{loanId}/schedule,POST,kyc,1,http:basic|http:bearer,2,1,1,6,109,0.0416,419,511,1,dotnet,6.0,CVE-2024-21386,7.5,deprecated,0,0,24.34
1537,/v1/fd/{depositId}/close,POST,cards,1,http:basic|http:bearer,2,0,1,1,30574,0.0041,175,41,1,python,3.7,CVE-2023-24329,7.5,active,0,0,12.91
1538,/v1/cards/{cardId}/limit,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,0,15065,0.0193,327,17,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,10.09
1539,/v1/rd/book,POST,kyc,1,http:basic|http:bearer,2,1,1,3,205,0.0009,608,583,1,dotnet,8.0,CVE-2024-30045,6.8,deprecated,0,0,5.1
1540,/v1/upi/vpa/verify,POST,cards,1,http:basic|http:bearer,2,1,1,1,241,0.0112,125,586,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,16.77
1541,/v1/customers/{customerId}/preferences,POST,forex,1,http:basic|http:bearer,2,0,1,2,7640,0.0129,210,9,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,24.47
1542,/v1/fd/{depositId}/close,POST,notifications,1,http:basic|http:bearer,2,0,1,0,14110,0.0173,290,37,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,21.57
1543,/v1/beneficiaries/{beneficiaryId},POST,kyc,1,http:basic|http:bearer,2,0,1,1,34801,0.0145,330,48,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,12.37
1544,/v1/kyc/verify,POST,kyc,1,http:basic|http:bearer,2,0,1,1,20911,0.0148,117,2,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,10.6
1545,/v1/customers/{customerId}/preferences,POST,kyc,1,http:basic|http:bearer,2,1,1,13,12,0.0134,314,680,1,nodejs,20.11,CVE-2024-21892,7.8,deprecated,0,0,25.28
1546,/internal/transfers/neft,GET,loans,1,http:basic|http:bearer,0,0,0,3,2686,0.2845,1039,65,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,0,1,67.04
1547,/v2/accounts/{accountId}/balance,GET,kyc,2,http:basic|http:bearer,1,0,1,0,28398,0.014,232,8,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,14.35
1548,/v2/accounts/{accountId}/balance,POST,kyc,2,http:basic|http:bearer,2,1,1,1,95,0.0099,216,219,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,17.02
1549,/v1/transfers/rtgs,GET,kyc,1,http:basic|http:bearer,2,0,1,2,32428,0.0028,320,26,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,21.51
1550,/v3/accounts/{accountId}/balance,POST,core-banking,3,http:basic|http:bearer,2,0,1,1,47682,0.0184,386,17,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,13.41
1551,/v1/transfers/rtgs,POST,core-banking,1,http:basic|http:bearer,2,0,1,2,24306,0.0333,794,1436,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,58.91
1552,/v1/cards/issue,GET,notifications,1,http:basic|http:bearer,1,0,1,73,77,0.1128,1147,796,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,0,0,38.08
1553,/v1/cards/issue,POST,kyc,1,http:basic|http:bearer,2,0,1,24,21,0.1811,1898,22,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,0,30.53
1554,/v1/upi/mandate,GET,forex,1,http:basic|http:bearer,1,0,1,0,20936,0.0997,142,44,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,22.9
1555,/v1/kyc/video,POST,audit,1,http:basic|http:bearer,2,1,1,9,90,0.0033,751,411,1,springboot,2.5.0,CVE-2022-22965,9.8,deprecated,0,0,25.68
1556,/internal/upi/pay,GET,loans,1,http:basic|http:bearer,0,0,0,4,2378,0.4283,922,74,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,1,83.04
1557,/v1/cards/{cardId}/pin,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,1,37273,0.0108,377,285,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,14.27
1558,/v3/upi/pay,GET,aa-bridge,3,http:basic|http:bearer,2,0,1,0,17731,0.0113,104,51,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,21.43
1559,/v1/kyc/video,POST,payments,1,http:basic|http:bearer,2,0,1,1,21863,0.0818,1412,932,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,1,0,61.24
1560,/v1/fd/{depositId}/close,GET,core-banking,1,http:basic|http:bearer,1,0,1,67,26,0.092,1804,839,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,0,41.96
1561,/internal/customers/{customerId}/profile,POST,payments,1,none,0,0,1,2,1224,0.1659,50,41,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,1,45.51
1562,/v1/customers/{customerId}/preferences,GET,loans,1,http:basic|http:bearer,2,0,1,2,31412,0.1066,296,48,1,python,3.7,CVE-2023-24329,7.5,active,0,0,7.62
1563,/v3/upi/pay,GET,loans,3,http:basic|http:bearer,1,0,1,52,39,0.0421,849,1451,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,0,43.3
1564,/internal/customers/{customerId}/preferences,POST,kyc,1,none,0,0,0,4,1220,0.436,1197,56,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,1,95.28
1565,/v1/upi/pay,GET,core-banking,1,http:basic|http:bearer,2,0,1,1,43235,0.007,52,55,1,python,3.9,CVE-2023-40217,5.3,active,0,0,10.02
1566,/v1/aa/fip/discover,GET,notifications,1,http:basic|http:bearer,1,0,1,1,26871,0.0539,1463,756,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,1,0,57.25
1567,/internal/cards/{cardId}/freeze,POST,notifications,2,none,0,0,0,3,3671,0.2444,449,0,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,1,87.96
1568,/v1/fd/book,GET,cards,1,http:basic|http:bearer,2,0,1,1,33451,0.0184,350,17,0,golang,1.21,CVE-2024-24784,6.5,active,0,0,21.09
1569,/v1/kyc/video,POST,kyc,1,http:basic|http:bearer,2,0,1,0,451,0.0141,180,40,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,13.32
1570,/internal/cards/{cardId}/pin,POST,payments,1,none,0,0,0,7,4066,0.1695,1376,69,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,1,91.04
1571,/v1/accounts/{accountId}/balance,GET,core-banking,1,http:basic|http:bearer,2,1,1,11,2918,0.0353,281,314,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,8.88
1572,/v1/accounts/{accountId}/balance,POST,cards,1,http:basic|http:bearer,2,1,1,0,170,0.0049,657,464,1,nodejs,14.21,CVE-2023-30581,8.8,deprecated,0,0,23.9
1573,/v1/kyc/pan,GET,payments,1,http:basic|http:bearer,1,0,1,9,42,0.2593,1937,1013,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,0,40.79
1574,/internal/loans/apply,POST,loans,1,http:basic|http:bearer,0,0,0,5,4279,0.1057,1410,51,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,1,65.07
1575,/v1/kyc/video,GET,forex,1,http:basic|http:bearer,2,0,1,2,10167,0.0146,82,11,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,15.52
1576,/v1/loans/eligibility,POST,kyc,1,http:basic|http:bearer,2,1,1,11,268,0.0205,750,183,1,python,3.11,CVE-2024-0397,5.9,deprecated,0,0,6.37
1577,/v1/transfers/neft,GET,notifications,1,http:basic|http:bearer,1,0,1,1,31056,0.0114,396,5,1,python,3.9,CVE-2023-40217,5.3,active,0,0,16.93
1578,/v1/forex/book,POST,kyc,1,http:basic|http:bearer,2,0,1,0,12460,0.0146,135,20,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,16.71
1579,/v1/beneficiaries,GET,core-banking,1,http:basic|http:bearer,2,1,1,0,10127,0.071,1142,531,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,1,0,56.7
1580,/v1/kyc/pan,POST,wealth,1,http:basic|http:bearer,2,0,1,31,95,0.0144,471,1000,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,0,0,41.58
1581,/v1/transfers/imps,GET,payments,1,http:basic|http:bearer,1,0,1,1,27630,0.0045,136,17,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,18.29
1582,/internal/loans/apply,POST,aa-bridge,1,http:basic|http:bearer,0,0,0,4,3651,0.2058,1053,45,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,1,64.2
1583,/v1/transfers/neft,GET,wealth,1,http:basic|http:bearer,2,1,1,13,333,0.0344,274,217,1,golang,1.19,CVE-2023-29406,6.5,deprecated,0,0,16.85
1584,/v1/accounts/{accountId}/transactions,POST,kyc,1,http:basic|http:bearer,2,0,1,2,37771,0.0042,399,27,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,16.18
1585,/v1/customers/{customerId}/documents,GET,core-banking,1,http:basic|http:bearer,1,0,1,43,26,0.1355,1231,1494,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,0,47.49
1586,/v1/upi/vpa/verify,GET,kyc,1,http:basic|http:bearer,2,0,1,2,274,0.0052,279,16,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,14.25
1587,/v1/cards/{cardId}/freeze,GET,forex,1,http:basic|http:bearer,1,1,1,7,81,0.0234,430,561,1,golang,1.21,CVE-2024-24784,6.5,deprecated,0,0,17.71
1588,/v1/transfers/imps,GET,aa-bridge,1,http:basic|http:bearer,2,1,1,0,175,0.0351,744,547,1,springboot,2.5.0,CVE-2022-22965,9.8,deprecated,0,0,22.34
1589,/v1/forex/book,GET,payments,1,http:basic|http:bearer,1,0,1,1,22435,0.0067,91,11,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,15.81
1590,/v1/customers/{customerId}/profile,GET,payments,1,http:basic|http:bearer,2,0,1,2,12700,0.015,264,51,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,8.75
1591,/v1/forex/book,GET,loans,1,http:basic|http:bearer,1,1,1,6,384,0.02,349,438,1,golang,1.19,CVE-2023-29406,6.5,deprecated,0,0,3.57
1592,/v1/audit/logs,GET,core-banking,1,http:basic|http:bearer,2,0,1,2,26789,0.006,159,48,1,python,3.11,CVE-2024-0397,5.9,active,0,0,14.7
1593,/v1/accounts/{accountId}/balance,GET,core-banking,1,http:basic|http:bearer,1,0,1,1,18152,0.0191,245,487,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,23.15
1594,/internal/customers/{customerId}/profile,POST,wealth,1,http:basic|http:bearer,0,0,0,3,4702,0.4007,316,84,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,1,69.65
1595,/v1/customers/{customerId}/profile,DELETE,wealth,1,http:basic|http:bearer,2,0,1,0,23182,0.0092,124,385,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,11.37
1596,/v1/upi/mandate,GET,loans,1,http:basic|http:bearer,2,0,1,0,12597,0.0047,144,337,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,19.65
1597,/v1/kyc/pan,POST,cards,1,http:basic|http:bearer,2,1,1,12,201,0.0002,263,87,1,python,3.7,CVE-2023-24329,7.5,deprecated,0,0,26.17
